tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-17,-7,-1,1361.0169677734375
1,-1.4491525423728813,0.0,-17,-7,-1,1361.0169677734375
2,-1.3983050847457628,0.0,-17,-7,-1,1361.0169677734375
3,-1.347457627118644,0.0,-17,-7,-1,1361.0169677734375
4,-1.2966101694915255,0.0,-17,-7,-1,1361.0169677734375
5,-1.2457627118644068,0.0,-17,-7,-1,1361.0169677734375
6,-1.194915254237288,0.0,-17,-7,-1,1361.0169677734375
7,-1.1440677966101696,0.0,-17,-7,-1,1361.0169677734375
8,-1.0932203389830508,0.0,-17,-7,-1,1361.0169677734375
9,-1.042372881355932,0.0,-17,-7,-1,1361.0169677734375
10,-0.9915254237288136,0.0,-17,-7,-1,1361.0169677734375
11,-0.9406779661016949,0.0,-17,-7,-1,1361.0169677734375
12,-0.8898305084745762,0.0,-17,-7,-1,1361.0169677734375
13,-0.8389830508474576,0.0,-17,-7,-1,1361.0169677734375
14,-0.7881355932203389,0.0,-17,-7,-1,1361.0169677734375
15,-0.7372881355932203,0.0,-17,-7,-1,1361.0169677734375
16,-0.6864406779661016,0.0,-17,-7,-1,1361.0169677734375
17,-0.635593220338983,0.0,-17,-7,-1,1361.0169677734375
18,-0.5847457627118644,0.0,-17,-7,-1,1361.0169677734375
19,-0.5338983050847457,0.0,-17,-7,-1,1361.0169677734375
20,-0.48305084745762716,0.0,-17,-7,-1,1361.0169677734375
21,-0.43220338983050843,0.0,-17,-7,-1,1361.0169677734375
22,-0.3813559322033897,0.0,-17,-7,-1,1361.0169677734375
23,-0.3305084745762712,0.0,-17,-7,-1,1361.0169677734375
24,-0.27966101694915246,0.0,-17,-7,-1,1361.0169677734375
25,-0.22881355932203373,6.249727562135377e-07,-17,-7,-1,1361.0169677734375
26,-0.17796610169491522,1.7452497047543147e-07,-17,-7,-1,1361.0169677734375
27,-0.1271186440677965,3.487710387162224e-07,-17,-7,-1,1361.0169677734375
28,-0.07627118644067776,7.884332120511317e-08,-17,-7,-1,1361.0169677734375
29,-0.025423728813559254,4.3567433749558404e-07,-17,-7,-1,1361.0169677734375
30,0.025423728813559476,2.446342648454447e-07,-17,-7,-1,1361.0169677734375
31,0.07627118644067798,1.8496918130495033e-07,-17,-7,-1,1361.0169677734375
32,0.12711864406779672,2.1219952941464726e-06,-17,-7,-1,1361.0169677734375
33,0.17796610169491545,3.8438628280346165e-07,-17,-7,-1,1361.0169677734375
34,0.22881355932203395,2.0212115714457468e-07,-17,-7,-1,1361.0169677734375
35,0.2796610169491527,1.1911413366760826e-06,-17,-7,-1,1361.0169677734375
36,0.3305084745762712,9.49005709571793e-07,-17,-7,-1,1361.0169677734375
37,0.3813559322033899,2.837284114320937e-07,-17,-7,-1,1361.0169677734375
38,0.43220338983050866,7.405967153317761e-06,-17,-7,-1,1361.0169677734375
39,0.48305084745762716,8.98001053428743e-06,-17,-7,-1,1361.0169677734375
40,0.5338983050847457,0.00018876440299209207,-17,-7,-1,1361.0169677734375
